Date: 2013-05-10 Time: 15:14:52

Log statistics for channel: 0
Data frames: 10532
Error frames: 0
Overload frames: 0
Max bus load: 19%

Log statistics for channel: 1
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Log statistics for channel: 2
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Log statistics for channel: 3
Data frames: 0
Error frames: 0
Overload frames: 0
Max bus load: 0%

Ch	No	TIME	TYPE	ID	DLC	MSG
0	9445	8,7254	Std	10	6	[00, 03, 01, EC, 47, DB]
0	9446	8,7287	Std	281	4	[01, D7, A7, 5D]
0	9447	8,7294	Std	0	1	[55]
0	9448	8,7297	Std	211	6	[00, 03, 01, EC, 42, EC]
0	9449	8,7302	Std	8	1	[03]
0	9450	8,7304	Std	10	6	[00, 03, 01, EC, 49, 32]
0	9451	8,7337	Std	281	4	[01, D8, A7, 5D]
0	9452	8,7344	Std	0	1	[55]
0	9453	8,7347	Std	211	6	[02, 03, 01, EC, 44, 41]
0	9454	8,7352	Std	8	1	[03]
0	9455	8,7354	Std	10	6	[00, 03, 01, EC, 4A, 89]
0	9456	8,7381	Std	209	3	[03, FF, FF]
0	9457	8,7387	Std	281	4	[01, D7, A7, 5D]
0	9458	8,7394	Std	0	1	[55]
0	9459	8,7397	Std	211	6	[01, 03, 01, EC, 45, 98]
0	9460	8,7402	Std	8	1	[03]
0	9461	8,7404	Std	10	6	[00, 03, 01, EC, 4B, E1]
0	9462	8,7437	Std	281	4	[01, D7, A7, 5D]
0	9463	8,7444	Std	0	1	[55]
0	9464	8,7447	Std	211	6	[02, 03, 01, EC, 46, ED]
0	9465	8,7452	Std	8	1	[03]
0	9466	8,7454	Std	10	6	[00, 03, 01, EC, 4D, 38]
0	9467	8,7487	Std	281	4	[01, D7, A7, 5D]
0	9468	8,7494	Std	0	1	[55]
0	9469	8,7497	Std	211	6	[01, 03, 01, EC, 48, 45]
0	9470	8,7502	Std	8	1	[03]
0	9471	8,7504	Std	10	6	[00, 03, 01, EC, 4E, 8F]
0	9472	8,7537	Std	281	4	[01, D7, A7, 5E]
0	9473	8,7544	Std	0	1	[55]
0	9474	8,7547	Std	211	6	[02, 03, 01, EC, 49, 9C]
0	9475	8,7552	Std	8	1	[03]
0	9476	8,7554	Std	10	6	[00, 03, 01, EC, 4F, E6]
0	9477	8,7584	Std	209	3	[03, FF, FF]
0	9478	8,7587	Std	281	4	[01, D7, A7, 5D]
0	9479	8,7594	Std	0	1	[55]
0	9480	8,7597	Std	211	6	[00, 03, 01, EC, 4A, F5]
0	9481	8,7602	Std	8	1	[03]
0	9482	8,7604	Std	10	6	[00, 03, 01, EC, 51, 3D]
0	9483	8,7606	Std	410	4	[1D, 9D, 03, 27]
0	9484	8,7608	Std	411	4	[1D, 9D, 03, 27]
0	9485	8,7637	Std	281	4	[01, D7, A7, 5D]
0	9486	8,7644	Std	0	1	[55]
0	9487	8,7647	Std	211	6	[02, 03, 01, EC, 4C, 4C]
0	9488	8,7652	Std	8	1	[03]
0	9489	8,7654	Std	10	6	[00, 03, 01, EC, 52, 95]
0	9490	8,7687	Std	281	4	[01, D7, A7, 5D]
0	9491	8,7694	Std	0	1	[55]
0	9492	8,7697	Std	211	6	[01, 03, 01, EC, 4D, A5]
0	9493	8,7702	Std	8	1	[03]
0	9494	8,7704	Std	10	6	[00, 03, 01, EC, 53, EC]
0	9495	8,7737	Std	281	4	[01, D7, A7, 5D]
0	9496	8,7744	Std	0	1	[55]
0	9497	8,7747	Std	211	6	[02, 03, 01, EC, 4E, FB]
0	9498	8,7752	Std	8	1	[03]
0	9499	8,7754	Std	10	6	[00, 03, 01, EC, 55, 43]
0	9500	8,7787	Std	281	4	[01, D7, A7, 5D]
0	9501	8,7788	Std	209	3	[03, FF, FF]
0	9502	8,7794	Std	0	1	[55]
0	9503	8,7797	Std	211	6	[01, 03, 01, EC, 50, 53]
0	9504	8,7802	Std	8	1	[03]
0	9505	8,7804	Std	10	6	[00, 03, 01, EC, 56, 9A]
0	9506	8,7837	Std	281	4	[01, D7, A7, 5D]
0	9507	8,7844	Std	0	1	[55]
0	9508	8,7847	Std	211	6	[02, 03, 01, EC, 51, A9]
0	9509	8,7852	Std	8	1	[03]
0	9510	8,7854	Std	10	6	[00, 03, 01, EC, 57, F2]
0	9511	8,7887	Std	281	4	[01, D7, A7, 5D]
0	9512	8,7894	Std	0	1	[55]
0	9513	8,7897	Std	211	6	[01, 03, 01, EC, 53, 00]
0	9514	8,7902	Std	8	1	[03]
0	9515	8,7904	Std	10	6	[00, 03, 01, EC, 59, 49]
0	9516	8,7937	Std	281	4	[01, D7, A7, 5D]
0	9517	8,7944	Std	0	1	[55]
0	9518	8,7947	Std	211	6	[02, 03, 01, EC, 54, 56]
0	9519	8,7952	Std	8	1	[03]
0	9520	8,7954	Std	10	6	[00, 03, 01, EC, 5A, A0]
0	9521	8,7987	Std	281	4	[01, D7, A7, 5D]
0	9522	8,7993	Std	209	3	[03, FF, FF]
0	9523	8,7994	Std	0	1	[55]
0	9524	8,7997	Std	211	6	[01, 03, 01, EC, 55, AE]
0	9525	8,8002	Std	8	1	[03]
0	9526	8,8004	Std	10	6	[00, 03, 01, EC, 5B, F7]
0	9527	8,8037	Std	281	4	[01, D7, A7, 5D]
0	9528	8,8044	Std	0	1	[55]
0	9529	8,8047	Std	211	6	[02, 03, 01, EC, 57, 05]
0	9530	8,8052	Std	8	1	[03]
0	9531	8,8054	Std	10	6	[00, 03, 01, EC, 5D, 4E]
0	9532	8,8087	Std	281	4	[01, D7, A7, 5D]
0	9533	8,8094	Std	0	1	[55]
0	9534	8,8097	Std	211	6	[01, 03, 01, EC, 58, 5D]
0	9535	8,8102	Std	8	1	[03]
0	9536	8,8104	Std	10	6	[00, 03, 01, EC, 5E, A6]
0	9537	8,8137	Std	281	4	[01, D8, A7, 5D]
0	9538	8,8144	Std	0	1	[55]
0	9539	8,8147	Std	211	6	[02, 03, 01, EC, 59, B3]
0	9540	8,8152	Std	8	1	[03]
0	9541	8,8154	Std	10	6	[00, 03, 01, EC, 5F, FD]
0	9542	8,8187	Std	281	4	[01, D6, A7, 5D]
0	9543	8,8194	Std	0	1	[55]
0	9544	8,8197	Std	211	6	[01, 03, 01, EC, 5B, 0C]
0	9545	8,8198	Std	209	3	[03, FF, FF]
0	9546	8,8202	Std	8	1	[03]
0	9547	8,8204	Std	10	6	[00, 03, 01, EC, 61, 54]
0	9548	8,8237	Std	281	4	[01, D7, A7, 5D]
0	9549	8,8244	Std	0	1	[55]
0	9550	8,8247	Std	211	6	[02, 03, 01, EC, 5C, 63]
0	9551	8,8252	Std	8	1	[03]
0	9552	8,8254	Std	10	6	[00, 03, 01, EC, 62, AB]
0	9553	8,8287	Std	281	4	[01, D7, A7, 5D]
0	9554	8,8294	Std	0	1	[55]
0	9555	8,8297	Std	211	6	[00, 03, 01, EC, 5D, BC]
0	9556	8,8302	Std	8	1	[03]
0	9557	8,8304	Std	10	6	[00, 03, 01, EC, 64, 03]
0	9558	8,8337	Std	281	4	[01, D7, A7, 5D]
0	9559	8,8344	Std	0	1	[55]
0	9560	8,8347	Std	211	6	[02, 03, 01, EC, 5F, 13]
0	9561	8,8352	Std	8	1	[03]
0	9562	8,8354	Std	10	6	[00, 03, 01, EC, 65, 5A]
0	9563	8,8387	Std	281	4	[01, D7, A7, 5D]
0	9564	8,8394	Std	0	1	[55]
0	9565	8,8397	Std	211	6	[01, 03, 01, EC, 60, 6B]
0	9566	8,8401	Std	209	3	[03, FF, FF]
0	9567	8,8402	Std	80	1	[01]
0	9568	8,8403	Std	8	1	[03]
0	9569	8,8405	Std	10	6	[00, 03, 01, EC, 66, B1]
0	9570	8,8437	Std	281	4	[01, D7, A7, 5D]
0	9571	8,8444	Std	0	1	[55]
0	9572	8,8447	Std	211	6	[02, 03, 01, EC, 61, C1]
0	9573	8,8452	Std	8	1	[03]
0	9574	8,8454	Std	10	6	[00, 03, 01, EC, 68, 08]
0	9575	8,8487	Std	281	4	[01, D7, A7, 5D]
0	9576	8,8494	Std	0	1	[55]
0	9577	8,8497	Std	211	6	[01, 03, 01, EC, 63, 18]
0	9578	8,8502	Std	8	1	[03]
0	9579	8,8504	Std	10	6	[00, 03, 01, EC, 69, 5F]
0	9580	8,8537	Std	281	4	[01, D7, A7, 5E]
0	9581	8,8544	Std	0	1	[55]
0	9582	8,8547	Std	211	6	[02, 03, 01, EC, 64, 6D]
0	9583	8,8552	Std	8	1	[03]
0	9584	8,8554	Std	10	6	[00, 03, 01, EC, 6A, B7]
0	9585	8,8587	Std	281	4	[01, D7, A7, 5D]
0	9586	8,8594	Std	0	1	[55]
0	9587	8,8597	Std	211	6	[01, 03, 01, EC, 65, C5]
0	9588	8,8602	Std	8	1	[03]
0	9589	8,8604	Std	10	6	[00, 03, 01, EC, 6C, 0E]
0	9590	8,8605	Std	209	3	[03, FF, FF]
0	9591	8,8637	Std	281	4	[01, D7, A7, 5D]
0	9592	8,8644	Std	0	1	[55]
0	9593	8,8647	Std	211	6	[02, 03, 01, EC, 67, 1B]
0	9594	8,8652	Std	8	1	[03]
0	9595	8,8654	Std	10	6	[00, 03, 01, EC, 6D, 65]
0	9596	8,8656	Std	410	4	[1D, 9D, 03, 1F]
0	9597	8,8658	Std	411	4	[1D, 9D, 03, 1F]
0	9598	8,8687	Std	281	4	[01, D7, A7, 5D]
0	9599	8,8694	Std	0	1	[55]
0	9600	8,8697	Std	211	6	[01, 03, 01, EC, 68, 73]
0	9601	8,8702	Std	8	1	[03]
0	9602	8,8704	Std	10	6	[00, 03, 01, EC, 6E, BC]
0	9603	8,8737	Std	281	4	[01, D7, A7, 5D]
0	9604	8,8744	Std	0	1	[55]
0	9605	8,8747	Std	211	6	[02, 03, 01, EC, 69, CA]
0	9606	8,8752	Std	8	1	[03]
0	9607	8,8754	Std	10	6	[00, 03, 01, EC, 70, 14]
0	9608	8,8787	Std	281	4	[01, D7, A7, 5D]
0	9609	8,8794	Std	0	1	[55]
0	9610	8,8797	Std	211	6	[00, 03, 01, EC, 6B, 24]
0	9611	8,8802	Std	8	1	[03]
0	9612	8,8804	Std	10	6	[00, 03, 01, EC, 71, 6B]
0	9613	8,8809	Std	209	3	[03, FF, FF]
0	9614	8,8837	Std	281	4	[01, D7, A7, 5D]
0	9615	8,8844	Std	0	1	[55]
0	9616	8,8847	Std	211	6	[02, 03, 01, EC, 6C, 7B]
0	9617	8,8852	Std	8	1	[03]
0	9618	8,8854	Std	10	6	[00, 03, 01, EC, 72, C2]
0	9619	8,8887	Std	281	4	[01, D7, A7, 5E]
0	9620	8,8894	Std	0	1	[55]
0	9621	8,8897	Std	211	6	[00, 03, 01, EC, 6D, D2]
0	9622	8,8902	Std	8	1	[03]
0	9623	8,8904	Std	10	6	[00, 03, 01, EC, 74, 19]
0	9624	8,8937	Std	281	4	[01, D7, A7, 5D]
0	9625	8,8944	Std	0	1	[55]
0	9626	8,8947	Std	211	6	[02, 03, 01, EC, 6F, 28]
0	9627	8,8952	Std	8	1	[03]
0	9628	8,8954	Std	10	6	[00, 03, 01, EC, 75, 70]
0	9629	8,8987	Std	281	4	[01, D7, A7, 5D]
0	9630	8,8994	Std	0	1	[55]
0	9631	8,8997	Std	211	6	[01, 03, 01, EC, 70, 81]
0	9632	8,9002	Std	8	1	[03]
0	9633	8,9004	Std	10	6	[00, 03, 01, EC, 76, C8]
0	9634	8,9013	Std	209	3	[03, FF, FF]
0	9635	8,9037	Std	281	4	[01, D7, A7, 5D]
0	9636	8,9044	Std	0	1	[55]
0	9637	8,9047	Std	211	6	[02, 03, 01, EC, 71, D6]
0	9638	8,9052	Std	8	1	[03]
0	9639	8,9054	Std	10	6	[00, 03, 01, EC, 78, 1F]
0	9640	8,9087	Std	281	4	[01, D7, A7, 5D]
0	9641	8,9094	Std	0	1	[55]
0	9642	8,9097	Std	211	6	[01, 03, 01, EC, 73, 2D]
0	9643	8,9102	Std	8	1	[03]
0	9644	8,9104	Std	10	6	[00, 03, 01, EC, 79, 76]
0	9645	8,9137	Std	281	4	[01, D7, A7, 5D]
0	9646	8,9144	Std	0	1	[55]
0	9647	8,9147	Std	211	6	[02, 03, 01, EC, 74, 83]
0	9648	8,9152	Std	8	1	[03]
0	9649	8,9154	Std	10	6	[00, 03, 01, EC, 7A, CD]
0	9650	8,9187	Std	281	4	[01, D7, A7, 5D]
0	9651	8,9194	Std	0	1	[55]
0	9652	8,9197	Std	211	6	[01, 03, 01, EC, 75, DC]
0	9653	8,9202	Std	8	1	[03]
0	9654	8,9204	Std	10	6	[00, 03, 01, EC, 7C, 25]
0	9655	8,9217	Std	209	3	[03, FF, FF]
0	9656	8,9237	Std	281	4	[01, D7, A7, 5D]
0	9657	8,9244	Std	0	1	[55]
0	9658	8,9247	Std	211	6	[02, 03, 01, EC, 77, 33]
0	9659	8,9252	Std	8	1	[03]
0	9660	8,9254	Std	10	6	[00, 03, 01, EC, 7D, 7C]
0	9661	8,9287	Std	281	4	[01, D7, A7, 5D]
0	9662	8,9294	Std	0	1	[55]
0	9663	8,9297	Std	211	6	[01, 03, 01, EC, 78, 8A]
0	9664	8,9302	Std	8	1	[03]
0	9665	8,9304	Std	10	6	[00, 03, 01, EC, 7E, D3]
0	9666	8,9337	Std	281	4	[01, D7, A7, 5E]
0	9667	8,9344	Std	0	1	[55]
0	9668	8,9347	Std	211	6	[02, 03, 01, EC, 79, E1]
0	9669	8,9352	Std	8	1	[03]
0	9670	8,9354	Std	10	6	[00, 03, 01, EC, 80, 2A]
0	9671	8,9387	Std	281	4	[01, D7, A7, 5D]
0	9672	8,9394	Std	0	1	[55]
0	9673	8,9397	Std	211	6	[00, 03, 01, EC, 7B, 3B]
0	9674	8,9402	Std	8	1	[03]
0	9675	8,9404	Std	10	6	[00, 03, 01, EC, 81, 81]
0	9676	8,9421	Std	209	3	[03, FF, FF]
0	9677	8,9437	Std	281	4	[01, D7, A7, 5D]
0	9678	8,9444	Std	0	1	[55]
0	9679	8,9447	Std	211	6	[02, 03, 01, EC, 7C, 91]
0	9680	8,9452	Std	8	1	[03]
0	9681	8,9454	Std	10	6	[00, 03, 01, EC, 82, D9]
0	9682	8,9487	Std	281	4	[01, D8, A7, 5E]
0	9683	8,9494	Std	0	1	[55]
0	9684	8,9497	Std	211	6	[01, 03, 01, EC, 7D, E9]
0	9685	8,9502	Std	8	1	[03]
0	9686	8,9504	Std	10	6	[00, 03, 01, EC, 84, 30]
0	9687	8,9537	Std	281	4	[01, D7, A7, 5D]
0	9688	8,9544	Std	0	1	[55]
0	9689	8,9547	Std	211	6	[02, 03, 01, EC, 7F, 40]
0	9690	8,9552	Std	8	1	[03]
0	9691	8,9554	Std	10	6	[00, 03, 01, EC, 85, 87]
0	9692	8,9587	Std	281	4	[01, D7, A7, 5D]
0	9693	8,9594	Std	0	1	[55]
0	9694	8,9597	Std	211	6	[01, 03, 01, EC, 80, 98]
0	9695	8,9602	Std	8	1	[03]
0	9696	8,9604	Std	10	6	[00, 03, 01, EC, 86, DE]
0	9697	8,9624	Std	209	3	[03, FF, FF]
0	9698	8,9637	Std	281	4	[01, D7, A7, 5D]
0	9699	8,9644	Std	0	1	[55]
0	9700	8,9647	Std	211	6	[02, 03, 01, EC, 81, EE]
0	9701	8,9652	Std	8	1	[03]
0	9702	8,9654	Std	10	6	[00, 03, 01, EC, 88, 35]
0	9703	8,9687	Std	281	4	[01, D7, A7, 5D]
0	9704	8,9694	Std	0	1	[55]
0	9705	8,9697	Std	211	6	[01, 03, 01, EC, 83, 44]
0	9706	8,9702	Std	8	1	[03]
0	9707	8,9704	Std	10	6	[00, 03, 01, EC, 89, 8D]
0	9708	8,9705	Std	408	4	[00, 63, 00, 16]
0	9709	8,9707	Std	410	4	[1D, 9D, 03, 18]
0	9710	8,9710	Std	409	4	[00, 16, 00, B7]
0	9711	8,9711	Std	411	4	[1D, 9D, 03, 18]
0	9712	8,9737	Std	281	4	[01, D7, A7, 5D]
0	9713	8,9744	Std	0	1	[55]
0	9714	8,9747	Std	211	6	[02, 03, 01, EC, 84, 9A]
0	9715	8,9752	Std	8	1	[03]
0	9716	8,9754	Std	10	6	[00, 03, 01, EC, 8A, E4]
0	9717	8,9787	Std	281	4	[01, D8, A7, 5E]
0	9718	8,9794	Std	0	1	[55]
0	9719	8,9797	Std	211	6	[01, 03, 01, EC, 85, F2]
0	9720	8,9802	Std	8	1	[03]
0	9721	8,9804	Std	10	6	[00, 03, 01, EC, 8C, 3B]
0	9722	8,9828	Std	209	3	[03, FF, FF]
0	9723	8,9837	Std	281	4	[01, D7, A7, 5D]
0	9724	8,9844	Std	0	1	[55]
0	9725	8,9847	Std	211	6	[02, 03, 01, EC, 87, 48]
0	9726	8,9852	Std	8	1	[03]
0	9727	8,9854	Std	10	6	[00, 03, 01, EC, 8D, 92]
0	9728	8,9856	Std	410	4	[FF, 1C, 00, 00]
0	9729	8,9858	Std	411	4	[FF, 1C, 03, DD]
0	9730	8,9887	Std	281	4	[01, D7, A7, 5D]
0	9731	8,9894	Std	0	1	[55]
0	9732	8,9897	Std	211	6	[00, 03, 01, EC, 88, A0]
0	9733	8,9902	Std	8	1	[03]
0	9734	8,9904	Std	10	6	[00, 03, 01, EC, 8E, EA]
0	9735	8,9937	Std	281	4	[01, D7, A7, 5D]
0	9736	8,9944	Std	0	1	[55]
0	9737	8,9947	Std	211	6	[02, 03, 01, EC, 89, F8]
0	9738	8,9952	Std	8	1	[03]
0	9739	8,9954	Std	10	6	[00, 03, 01, EC, 90, 41]
0	9740	8,9987	Std	281	4	[01, D7, A7, 5D]
0	9741	8,9994	Std	0	1	[55]
0	9742	8,9997	Std	211	6	[01, 03, 01, EC, 8B, 51]
0	9743	9,0002	Std	8	1	[03]
0	9744	9,0004	Std	10	6	[00, 03, 01, EC, 91, 98]
0	9745	9,0032	Std	209	3	[03, FF, FF]
0	9746	9,0037	Std	281	4	[01, D7, A7, 5D]
0	9747	9,0044	Std	0	1	[55]
0	9748	9,0047	Std	211	6	[02, 03, 01, EC, 8C, A7]
0	9749	9,0052	Std	8	1	[03]
0	9750	9,0054	Std	10	6	[00, 03, 01, EC, 92, EF]
0	9751	9,0087	Std	281	4	[01, D7, A7, 5D]
0	9752	9,0094	Std	0	1	[55]
0	9753	9,0097	Std	211	6	[01, 03, 01, EC, 8D, FE]
0	9754	9,0102	Std	8	1	[03]
0	9755	9,0104	Std	10	6	[00, 03, 01, EC, 94, 46]
0	9756	9,0137	Std	281	4	[01, D7, A7, 5D]
0	9757	9,0144	Std	0	1	[55]
0	9758	9,0147	Std	211	6	[02, 03, 01, EC, 8F, 55]
0	9759	9,0152	Std	8	1	[03]
0	9760	9,0154	Std	10	6	[00, 03, 01, EC, 95, 9E]
0	9761	9,0187	Std	281	4	[01, D7, A7, 5D]
0	9762	9,0194	Std	0	1	[55]
0	9763	9,0197	Std	211	6	[01, 03, 01, EC, 90, AC]
0	9764	9,0202	Std	8	1	[03]
0	9765	9,0204	Std	10	6	[00, 03, 01, EC, 96, F5]
0	9766	9,0236	Std	209	3	[03, FF, FF]
0	9767	9,0237	Std	281	4	[01, D7, A7, 5D]
0	9768	9,0244	Std	0	1	[55]
0	9769	9,0247	Std	211	6	[02, 03, 01, EC, 92, 02]
0	9770	9,0252	Std	8	1	[03]
0	9771	9,0254	Std	10	6	[00, 03, 01, EC, 98, 4C]
0	9772	9,0287	Std	281	4	[01, D7, A7, 5D]
0	9773	9,0294	Std	0	1	[55]
0	9774	9,0297	Std	211	6	[01, 03, 01, EC, 93, 59]
0	9775	9,0302	Std	8	1	[03]
0	9776	9,0304	Std	10	6	[00, 03, 01, EC, 99, A3]
0	9777	9,0337	Std	281	4	[01, D7, A7, 5D]
0	9778	9,0344	Std	0	1	[55]
0	9779	9,0347	Std	211	6	[02, 03, 01, EC, 94, B0]
0	9780	9,0352	Std	8	1	[03]
0	9781	9,0354	Std	10	6	[00, 03, 01, EC, 9A, FB]
0	9782	9,0387	Std	281	4	[01, D7, A7, 5D]
0	9783	9,0394	Std	0	1	[55]
0	9784	9,0397	Std	211	6	[01, 03, 01, EC, 96, 08]
0	9785	9,0402	Std	8	1	[03]
0	9786	9,0404	Std	10	6	[00, 03, 01, EC, 9C, 52]
0	9787	9,0437	Std	281	4	[01, D7, A7, 5D]
0	9788	9,0441	Std	209	3	[03, FF, FF]
0	9789	9,0444	Std	0	1	[55]
0	9790	9,0447	Std	211	6	[02, 03, 01, EC, 97, 5E]
0	9791	9,0452	Std	8	1	[03]
0	9792	9,0454	Std	10	6	[00, 03, 01, EC, 9D, A9]
0	9793	9,0487	Std	281	4	[01, D7, A7, 5D]
0	9794	9,0494	Std	0	1	[55]
0	9795	9,0497	Std	211	6	[01, 03, 01, EC, 98, B7]
0	9796	9,0502	Std	8	1	[03]
0	9797	9,0504	Std	10	6	[00, 03, 01, EC, 9F, 00]
0	9798	9,0537	Std	281	4	[01, D7, A7, 5D]
0	9799	9,0544	Std	0	1	[55]
0	9800	9,0547	Std	211	6	[02, 03, 01, EC, 9A, 0F]
0	9801	9,0552	Std	8	1	[03]
0	9802	9,0554	Std	10	6	[00, 03, 01, EC, A0, 57]
0	9803	9,0587	Std	281	4	[01, D7, A7, 5D]
0	9804	9,0594	Std	0	1	[55]
0	9805	9,0597	Std	211	6	[01, 03, 01, EC, 9B, 68]
0	9806	9,0602	Std	8	1	[03]
0	9807	9,0604	Std	10	6	[00, 03, 01, EC, A1, AF]
0	9808	9,0637	Std	281	4	[01, D7, A7, 5D]
0	9809	9,0644	Std	209	3	[03, FF, FF]
0	9810	9,0645	Std	0	1	[55]
0	9811	9,0649	Std	211	6	[02, 03, 01, EC, 9C, CC]
0	9812	9,0652	Std	8	1	[03]
0	9813	9,0654	Std	10	6	[00, 03, 01, EC, A3, 06]
0	9814	9,0687	Std	281	4	[01, D7, A7, 5D]
0	9815	9,0694	Std	0	1	[55]
0	9816	9,0697	Std	211	6	[01, 03, 01, EC, 9E, 16]
0	9817	9,0702	Std	8	1	[03]
0	9818	9,0704	Std	10	6	[00, 03, 01, EC, A4, 5D]
0	9819	9,0737	Std	281	4	[01, D7, A7, 5D]
0	9820	9,0744	Std	0	1	[55]
0	9821	9,0747	Std	211	6	[02, 03, 01, EC, 9F, 6D]
0	9822	9,0752	Std	8	1	[03]
0	9823	9,0754	Std	10	6	[00, 03, 01, EC, A5, B4]
0	9824	9,0756	Std	410	4	[1D, 9D, 03, 1D]
0	9825	9,0758	Std	411	4	[1D, 9D, 03, 1D]
0	9826	9,0787	Std	281	4	[01, D7, A7, 5E]
0	9827	9,0794	Std	0	1	[55]
0	9828	9,0797	Std	211	6	[01, 03, 01, EC, A0, C4]
0	9829	9,0802	Std	8	1	[03]
0	9830	9,0804	Std	10	6	[00, 03, 01, EC, A7, 0C]
0	9831	9,0837	Std	281	4	[01, D7, A7, 5D]
0	9832	9,0844	Std	0	1	[55]
0	9833	9,0847	Std	211	6	[02, 03, 01, EC, A2, 19]
0	9834	9,0848	Std	209	3	[03, FF, FF]
0	9835	9,0852	Std	8	1	[03]
0	9836	9,0854	Std	10	6	[00, 03, 01, EC, A8, 63]
0	9837	9,0887	Std	281	4	[01, D7, A7, 5D]
0	9838	9,0894	Std	0	1	[55]
0	9839	9,0897	Std	211	6	[01, 03, 01, EC, A3, 71]
0	9840	9,0902	Std	8	1	[03]
0	9841	9,0904	Std	10	6	[00, 03, 01, EC, A9, BA]
0	9842	9,0937	Std	281	4	[01, D7, A7, 5D]
0	9843	9,0944	Std	0	1	[55]
0	9844	9,0947	Std	211	6	[02, 03, 01, EC, A4, C7]
0	9845	9,0952	Std	8	1	[03]
0	9846	9,0954	Std	10	6	[00, 03, 01, EC, AB, 11]
0	9847	9,0987	Std	281	4	[01, D7, A7, 5D]
0	9848	9,0994	Std	0	1	[55]
0	9849	9,0997	Std	211	6	[01, 03, 01, EC, A6, 1F]
0	9850	9,1002	Std	8	1	[03]
0	9851	9,1004	Std	10	6	[00, 03, 01, EC, AC, 68]
0	9852	9,1037	Std	281	4	[01, D7, A7, 5D]
0	9853	9,1044	Std	0	1	[55]
0	9854	9,1047	Std	211	6	[02, 03, 01, EC, A7, 76]
0	9855	9,1052	Std	209	3	[03, FF, FF]
0	9856	9,1053	Std	8	1	[03]
0	9857	9,1055	Std	10	6	[00, 03, 01, EC, AD, C0]
0	9858	9,1087	Std	281	4	[01, D7, A7, 5D]
0	9859	9,1094	Std	0	1	[55]
0	9860	9,1097	Std	211	6	[00, 03, 01, EC, A8, D0]
0	9861	9,1102	Std	8	1	[03]
0	9862	9,1104	Std	10	6	[00, 03, 01, EC, AF, 17]
0	9863	9,1137	Std	281	4	[01, D7, A7, 5D]
0	9864	9,1144	Std	0	1	[55]
0	9865	9,1147	Std	211	6	[02, 03, 01, EC, AA, 27]
0	9866	9,1152	Std	8	1	[03]
0	9867	9,1154	Std	10	6	[00, 03, 01, EC, B0, 6E]
0	9868	9,1187	Std	281	4	[01, D7, A7, 5E]
0	9869	9,1194	Std	0	1	[55]
0	9870	9,1197	Std	211	6	[00, 03, 01, EC, AB, 7E]
0	9871	9,1202	Std	8	1	[03]
0	9872	9,1204	Std	10	6	[00, 03, 01, EC, B1, C5]
0	9873	9,1237	Std	281	4	[01, D7, A7, 5D]
0	9874	9,1244	Std	0	1	[55]
0	9875	9,1247	Std	211	6	[02, 03, 01, EC, AC, D4]
0	9876	9,1252	Std	8	1	[03]
0	9877	9,1254	Std	10	6	[00, 03, 01, EC, B3, 1D]
0	9878	9,1257	Std	209	3	[03, FF, FF]
0	9879	9,1287	Std	281	4	[01, D7, A7, 5D]
0	9880	9,1294	Std	0	1	[55]
0	9881	9,1297	Std	211	6	[01, 03, 01, EC, AE, 2D]
0	9882	9,1302	Std	8	1	[03]
0	9883	9,1304	Std	10	6	[00, 03, 01, EC, B4, 74]
0	9884	9,1337	Std	281	4	[01, D7, A7, 5D]
0	9885	9,1344	Std	0	1	[55]
0	9886	9,1347	Std	211	6	[02, 03, 01, EC, AF, 82]
0	9887	9,1352	Std	8	1	[03]
0	9888	9,1354	Std	10	6	[00, 03, 01, EC, B5, CB]
0	9889	9,1387	Std	281	4	[01, D7, A7, 5D]
0	9890	9,1394	Std	0	1	[55]
0	9891	9,1397	Std	211	6	[01, 03, 01, EC, B0, D9]
0	9892	9,1402	Std	8	1	[03]
0	9893	9,1404	Std	10	6	[00, 03, 01, EC, B7, 22]
0	9894	9,1437	Std	281	4	[01, D7, A7, 5D]
0	9895	9,1444	Std	0	1	[55]
0	9896	9,1447	Std	211	6	[02, 03, 01, EC, B2, 30]
0	9897	9,1452	Std	8	1	[03]
0	9898	9,1454	Std	10	6	[00, 03, 01, EC, B8, 79]
0	9899	9,1460	Std	209	3	[03, FF, FF]
0	9900	9,1487	Std	281	4	[01, D7, A7, 5D]
0	9901	9,1494	Std	0	1	[55]
0	9902	9,1497	Std	211	6	[01, 03, 01, EC, B3, 88]
0	9903	9,1502	Std	8	1	[03]
0	9904	9,1504	Std	10	6	[00, 03, 01, EC, B9, D1]
0	9905	9,1537	Std	281	4	[01, D7, A7, 5D]
0	9906	9,1544	Std	0	1	[55]
0	9907	9,1547	Std	211	6	[02, 03, 01, EC, B4, DE]
0	9908	9,1552	Std	8	1	[03]
0	9909	9,1554	Std	10	6	[00, 03, 01, EC, BB, 28]
0	9910	9,1587	Std	281	4	[01, D7, A7, 5D]
0	9911	9,1594	Std	0	1	[55]
0	9912	9,1597	Std	211	6	[01, 03, 01, EC, B6, 36]
0	9913	9,1602	Std	8	1	[03]
0	9914	9,1604	Std	10	6	[00, 03, 01, EC, BC, 7F]
0	9915	9,1637	Std	281	4	[01, D7, A7, 5D]
0	9916	9,1644	Std	0	1	[55]
